ts_iso,icao24,callsign,origin_country,lat,lon,geo_alt_m,baro_alt_m,spd_ms,hdg_deg,vr_ms,on_ground
2025-11-14T09:55:30.000Z,4b3304,RGA02,Switzerland,47.4311,7.336,1059.18,1021.08,64.11,215.86,0.33,false
2025-11-14T09:55:30.000Z,4b0274,EZS69GM,Switzerland,47.78,0.7509,10797.54,10660.38,245.89,59.3,0,false
2025-11-14T09:55:29.000Z,4006c2,BAW2161,United Kingdom,51.1577,-0.1742,,,5.66,258.75,,true
2025-11-14T09:55:30.000Z,485785,KLM706,Kingdom of the Netherlands,46.0124,-3.8645,12214.86,12184.38,283.83,46.47,0,false
2025-11-14T09:55:30.000Z,5001e5,MEA201,San Marino,50.0372,8.691,10607.04,10363.2,219.2,293.07,0,false
2025-11-14T09:55:30.000Z,4ba948,THY8,Turkey,47.6445,8.7163,11559.54,11277.6,256.66,103.56,0,false
2025-11-14T09:55:30.000Z,4b028c,SWR9EB,Switzerland,44.5622,5.6095,11590.02,11277.6,204.01,198.07,0,false
2025-11-14T09:55:30.000Z,4b028a,SWR3VB,Switzerland,51.2944,1.6476,7978.14,7863.84,234.94,104.07,7.48,false
2025-11-14T09:55:30.000Z,3d3699,DESXT,Germany,49.7898,8.6225,,449.58,59.77,13.44,-0.33,false
2025-11-14T09:55:30.000Z,449e2e,OOGQN,Belgium,50.9044,3.2652,1287.78,1295.4,64.58,67.52,-1.95,false
2025-11-14T09:55:30.000Z,7816bd,CSC9611,China,50.1725,9.1462,1874.52,1813.56,120.25,250.25,-5.85,false
2025-11-14T09:55:30.000Z,3991e3,AFR93RA,France,48.4537,1.19,4549.14,4480.56,188.34,56.7,-3.9,false
2025-11-14T09:55:30.000Z,3991e9,AFR1076,France,46.7299,1.2419,10233.66,10066.02,203.52,208.7,0,false
2025-11-14T09:55:30.000Z,471d5c,WZZ7021,Hungary,44.084,7.4231,10988.04,10652.76,212.74,236.54,0,false
2025-11-14T09:55:30.000Z,424b68,MPORT,United Kingdom,51.3822,-2.7326,,,7.2,106.88,,true
2025-11-14T09:55:30.000Z,345543,ANE32BD,Spain,49.2956,4.5229,10005.06,9814.56,258.85,74.56,-4.23,false
2025-11-14T09:55:30.000Z,344213,ANE15VQ,Spain,41.0966,-2.9154,9875.52,9753.6,236.48,350.99,-0.65,false
2025-11-14T09:55:30.000Z,4ca303,RYR6YE,Ireland,45.0226,6.5892,8496.3,8229.6,190.32,95.9,0,false
2025-11-14T09:51:06.000Z,4d23f9,RYR71EP,Malta,43.4439,5.2048,53.34,-22.86,70.22,134.11,-0.98,false
2025-11-14T09:55:30.000Z,3d5453,DFEEL,Germany,41.6281,8.7875,7322.82,7010.4,129.66,172.71,0,false
2025-11-14T09:51:13.000Z,30063b,AGUS130,Italy,45.7078,8.7041,350.52,228.6,23.4,303.34,-1.3,false
2025-11-14T09:55:01.000Z,440ab7,OEKKV,Austria,48.2015,2.6493,1592.58,1592.58,92.88,23.16,0.33,false
2025-11-14T09:55:29.000Z,4b5d62,VIKTOR21,Switzerland,47.4459,8.5502,,,3.09,312.19,,true
2025-11-14T09:55:30.000Z,896196,UAE5RQ,United Arab Emirates,45.9061,0.3388,12031.98,11887.2,250.67,91.88,0,false
2025-11-14T09:55:30.000Z,896195,UAE7CN,United Arab Emirates,51.0638,2.7201,9083.04,8983.98,251.85,106.25,5.2,false
2025-11-14T09:55:29.000Z,384e7d,,France,49.2924,5.8704,891.54,883.92,61.55,16.01,1.3,false
2025-11-14T09:55:30.000Z,49d365,TVP7316,Czech Republic,45.3787,3.8865,10911.84,10668,205.79,233.85,0,false
2025-11-14T09:55:30.000Z,4b5d53,VIKTOR19,Switzerland,47.4476,8.5502,,,2.83,67.5,,true
2025-11-14T09:54:20.000Z,38555b,H125V,France,43.4362,5.2099,228.6,83.82,25.51,131.73,-4.55,false
2025-11-14T09:55:30.000Z,3c4b23,DLH454,Germany,50.988,6.6348,7635.24,7490.46,236.8,309.53,5.2,false
2025-11-14T09:55:30.000Z,4d23f0,AEZ8662,Malta,44.5827,9.299,8496.3,8206.74,210.77,191.83,8.45,false
2025-11-14T09:54:05.000Z,4b5d3a,GALA19,Switzerland,47.4464,8.5499,,,0,216.56,,true
2025-11-14T09:52:52.000Z,44081c,OEFAX,Austria,46.1479,7.037,1866.9,1752.6,66.19,174.2,-3.25,false
2025-11-14T09:55:30.000Z,4caf7e,SAS89T,Ireland,47.8882,9.1007,7741.92,7498.08,253.11,40.88,5.53,false
2025-11-14T09:55:30.000Z,4b3ea7,HBXSX,Switzerland,46.3875,7.5128,3124.2,3002.28,48.48,70.8,0,false
2025-11-14T09:55:30.000Z,a0f427,UAL971,United States,43.2628,8.1939,10706.1,10363.2,250.92,301.25,-0.33,false
2025-11-14T09:55:30.000Z,300607,IPREM,Italy,44.2117,9.1899,1424.94,1310.64,64.97,20.87,-0.33,false
2025-11-14T09:55:30.000Z,896184,UAE33T,United Arab Emirates,50.9451,8.8525,11765.28,11582.4,223.88,304.42,-0.33,false
2025-11-14T09:55:30.000Z,406909,EZY973B,United Kingdom,51.3931,-2.5418,1485.9,1539.24,136.76,61.22,16.26,false
2025-11-14T09:55:30.000Z,a09d9f,N139LE,United States,41.9474,8.0368,6065.52,5791.2,122.63,170.34,1.3,false
2025-11-14T09:55:30.000Z,4951d6,TAP1270,Portugal,44.1651,8.3875,11315.7,10980.42,242.97,51.97,0,false
2025-11-14T09:55:30.000Z,45218e,LZB432,Bulgaria,48.5537,5.8327,10165.08,9944.1,243.31,104.45,4.88,false
2025-11-14T09:55:29.000Z,4b44a5,,Switzerland,46.4654,6.9769,1851.66,1760.22,17.1,43.78,1.63,false
2025-11-14T09:55:30.000Z,40097d,BAW582,United Kingdom,48.0836,5.8042,11529.06,11285.22,242.66,105.75,0,false
2025-11-14T09:55:30.000Z,4b44a1,HBZZT,Switzerland,46.1112,8.8163,1356.36,1226.82,6.9,116.57,-1.95,false
2025-11-14T09:55:30.000Z,39dd48,CCM29NU,France,42.014,8.508,2194.56,2065.02,110.7,334.98,5.2,false
2025-11-14T09:55:30.000Z,3944f5,AFR25TM,France,48.3634,3.9601,6347.46,6256.02,225.77,319.16,-10.08,false
2025-11-14T09:54:47.000Z,39dd41,CCM40FY,France,42.503,8.7649,594.36,495.3,75.67,181.95,-4.23,false
2025-11-14T09:55:30.000Z,39dd45,CCM78JG,France,42.0139,8.7177,868.68,754.38,104.96,109.77,-2.6,false
2025-11-14T09:54:19.000Z,abbee3,DAL87,United States,50.0474,8.5877,,,4.37,160.31,,true
2025-11-14T09:55:30.000Z,4cadc9,ITY620,Ireland,47.6261,5.1078,11209.02,10972.8,245.37,324.64,1.3,false
2025-11-14T09:55:30.000Z,4cadc1,RYR26RD,Ireland,49.5606,6.1483,9966.96,9753.6,251.19,350.09,-0.33,false
2025-11-14T09:55:30.000Z,4cadc2,RYR391Q,Ireland,51.0007,7.9136,3383.28,3307.08,180.9,277.02,-5.2,false
2025-11-14T09:55:30.000Z,c01a7d,ACA833,Canada,50.9019,4.4883,,,0,64.69,,true
2025-11-14T09:55:30.000Z,44015a,EJU424Q,Austria,44.8033,6.1545,10066.02,9753.6,227.86,330.37,0.33,false
2025-11-14T09:55:30.000Z,4cade2,RYR28QZ,Ireland,47.1652,7.8376,11262.36,10972.8,248.86,41.73,0,false
2025-11-14T09:55:30.000Z,4408df,AUA402,Austria,43.7845,7.6957,11308.08,10972.8,246.12,53.59,0,false
2025-11-14T09:55:30.000Z,3c0caa,TUI38K,Germany,44.5994,7.9972,11887.2,11582.4,240.77,24.76,0,false
2025-11-14T09:55:30.000Z,392ae6,AFR6004,France,43.7719,4.833,2331.72,2202.18,111.94,138.91,-4.88,false
2025-11-14T09:55:30.000Z,4b2841,HBPGJ,Switzerland,46.9146,6.8179,1501.14,1432.56,47.4,242.88,3.58,false
2025-11-14T09:55:30.000Z,392ae8,AFR49RW,France,50.735,0.1554,10043.16,9936.48,193,140.62,-6.18,false
2025-11-14T09:55:30.000Z,440198,EJU87JE,Austria,47.7536,7.3367,11551.92,11262.36,232.14,121.68,-0.33,false
2025-11-14T09:55:30.000Z,3005e3,AGUSTA86,Italy,45.7092,8.885,609.6,472.44,46.91,68.78,-0.65,false
2025-11-14T09:55:30.000Z,4cada4,RYR12WY,Ireland,45.936,7.2433,11871.96,11582.4,221.86,310.49,0.33,false
2025-11-14T09:55:30.000Z,4cada6,ITY1299,Ireland,45.3169,9.569,4792.98,4610.1,171.06,140.61,14.96,false
2025-11-14T09:55:30.000Z,392af3,AFR37QP,France,48.0661,1.0467,5935.98,5829.3,220.02,22.55,-7.15,false
2025-11-14T09:55:30.000Z,44017c,EJU624T,Austria,43.3253,4.7699,6644.64,6400.8,188.17,275.65,0,false
2025-11-14T09:55:30.000Z,392af9,AFR32HH,France,48.9166,2.4633,3169.92,3116.58,125.99,265.08,-6.83,false
2025-11-14T09:55:30.000Z,440195,EJU594A,Austria,45.0864,-0.343,2072.64,2049.78,115.47,230.42,-7.8,false
2025-11-14T09:55:30.000Z,4cadb9,RYR98KH,Ireland,43.61,-4.0693,11308.08,11277.6,198.66,184.46,0,false
2025-11-14T09:55:30.000Z,392aee,AFR22PN,France,47.651,4.6004,8763,8549.64,216.18,327.14,0,false
2025-11-14T09:55:30.000Z,3c7a47,CFG227,Germany,46.9527,-4.0703,12199.62,12192,262.79,75.26,0,false
2025-11-14T09:55:30.000Z,3c7a48,CFG115,Germany,50.1308,8.5171,3444.24,3352.8,173.53,69.52,0.33,false
2025-11-14T09:55:30.000Z,471dbb,WZZ338,Hungary,43.5358,7.3302,10698.48,10363.2,242.66,50.51,0,false
2025-11-14T09:55:30.000Z,3c7a43,CFG237,Germany,47.037,-3.6992,12512.04,12496.8,267.58,63.88,0,false
2025-11-14T09:55:30.000Z,406e66,EZY25YN,United Kingdom,49.3523,7.7062,12115.8,11887.2,228.93,125.12,0.33,false
2025-11-14T09:55:30.000Z,4408c9,EZS83PR,Austria,41.8967,-4.9369,11010.9,10980.42,247.47,69.3,-0.33,false
2025-11-14T09:55:30.000Z,440128,EJU625B,Austria,43.9036,1.2433,1386.84,1356.36,128.08,199.96,-4.55,false
2025-11-14T09:55:29.000Z,34604b,ANE88VB,Spain,41.4017,-2.6265,4610.1,4541.52,164.55,229.44,-4.23,false
2025-11-14T09:55:30.000Z,440d70,AUA332,Austria,51.2547,1.1809,6690.36,6598.92,240.19,105.91,9.43,false
2025-11-14T09:55:30.000Z,452142,LZB462,Bulgaria,51.3177,7.087,9342.12,9159.24,237.26,130.25,7.15,false
2025-11-14T09:55:30.000Z,4cadf0,RYR32TA,Ireland,45.4631,9.4417,3375.66,3230.88,140.4,214.1,5.85,false
2025-11-14T09:55:30.000Z,44d068,BEL5LY,Belgium,48.0801,7.0699,8983.98,8702.04,204.75,146.79,-3.58,false
